id,type,events,start_date,end_date,translated_text
2854,人事工作,"1993年8月20日,人事部部长宋德福在《人民日报》发表文章《勇于改革不合时宜的人事制度》,就《国家公务员暂行条例》的背景和过程、建立国家公务员制度的目的、国家公务员制度的指导原则、国家公务员制度具有的特点、国家公务员制度的主要内容、国家公务员制度的实施等重要问题作了论述和说明。指出,公务员制度的建立,标志着具有中国特色的国家行政机关新的人事管理制度的初步确立。要求各地各部门统筹规划,协调安排,有领导、有组织､有计划地分步骤进行。大体用三年时间,在全国建立起新的人事管理机制,然后再逐步完善。",1993-08-20,1993-08-20,"On August 20, 1993, Song Defu, Minister of Personnel, published an article in the People's Daily entitled ""Be Brave to Reform the Outdated Personnel System"", in which he discussed and explained important issues such as the background and process of the ""Interim Regulations on National Civil Servants"", the purpose of establishing the national civil service system, the guiding principles of the national civil service system, the characteristics of the national civil service system, the main contents of the national civil service system, and the implementation of the national civil service system. He pointed out that the establishment of the civil service system marked the initial establishment of a new personnel management system for national administrative organs with Chinese characteristics. It is required that all localities and departments make overall plans, coordinate arrangements, and proceed in a planned, organized, and step-by-step manner. It will take about three years to establish a new personnel management mechanism throughout the country, and then gradually improve it."
2067,组织工作,"21日 中共中央办公厅就中央纪委《关于贯彻落实党中央近
期反腐败斗争工作部署的实施意见的请示》发出通知。通知强调,
各级党委要切实抓好反腐败斗争,要周密研究,制定方案,采取有
力措施,保证党中央关于近期反腐败斗争工作部署的贯彻落实,取
得明显的成效。
《请示》要点是:一是近期反腐败斗争的目标。中央决定在
1993 年年底应达到以下目标:(1)党政机关县(处)级以上领导干
部首先是省(部)级以上领导干部在廉洁自律方面有明显进步,真
正给广大党员和干部带个好头。(2)基本刹住国家机关及其下属
单位利用职权乱收费,以及用公款出国(境)旅游的不正之风;同
时,一些中央国家机关解决本系统突出的不正之风问题要见到效
果。(3)查清一批大案要案,依法惩办一批腐败分子。二是落实三
项工作的步骤和要求。具体要求是:(1)各级党政机关县(处)级以
上领导干部要对照中央提出的廉洁自律的五条规定进行自查自
纠。(2)抓紧查办一大批大案要案。(3)要在全国范围内集中力
量基本刹住国家机关及其所属单位利用职权巧立名目乱收费,以
及党政机关干部用公费出国(境)旅游的不正之风。三是建立责任
制。明确各职能部门在反腐败斗争中所负责任。",1993-08-21,1993-08-21,"On the 21st, the General Office of the CPC Central Committee issued a notice on the Central Commission for Discipline Inspection's ""Request for Instructions on the Implementation of the Central Committee's Recent Anti-Corruption Work Arrangement"". The notice stressed that Party committees at all levels must earnestly grasp the anti-corruption struggle, conduct careful research, formulate plans, and take effective measures to ensure the implementation of the Central Committee's recent anti-corruption work arrangements and achieve significant results. The key points of the ""Request"" are: First, the goal of the recent anti-corruption struggle. The Central Committee decided that the following goals should be achieved by the end of 1993: (1) Leading cadres at the county (department) level and above in party and government organs, especially those at the provincial (ministerial) level and above, should make significant progress in honesty and self-discipline, and truly set a good example for the majority of party members and cadres. (2) The unhealthy practices of state organs and their subordinate units abusing their power to charge fees arbitrarily and using public funds for overseas travel should be basically curbed; at the same time, some central state organs should see results in solving prominent unhealthy practices in their systems. (3) A number of major cases should be investigated and a number of corrupt elements should be punished according to law. Second, the steps and requirements for implementing the three tasks. The specific requirements are: (1) Leading cadres at the county (department) level and above in party and government agencies at all levels should conduct self-examination and self-correction in accordance with the five provisions on integrity and self-discipline put forward by the central government. (2) A large number of major cases should be investigated and handled as soon as possible. (3) Concentrate efforts nationwide to basically curb the unhealthy trends of state agencies and their affiliated units using their power to make up excuses and charge fees arbitrarily, as well as party and government agency cadres using public funds to travel abroad. Third, establish a responsibility system. Clarify the responsibilities of each functional department in the fight against corruption."
2068,组织工作,"22日——28日 中共中央总书记、国家主席江泽民在大连考
察工作,并在此期间召开了华北、东北部分大中型企业座谈会,江
泽民在座谈会上指出,国有大中型企业是国民经济的支柱,是社会
主义现代化建设的骨干力量,是国家财政收入的主要来源,在经济
和社会主义发展中占有重要地位。搞好国有大中型企业,对增强国
家的经济实力,提高人民生活水平,发挥社会主义优越性,具有十
分重要的意义。最近,中央采取了一系列加强宏观调控的政策措
施,目的是深化改革、转换机制、优化结构、提高效益。实现这个目
标,在很大程度上要靠国有大中型企业的改革和发展。因此,在深
化改革,加强宏观调控的过程中,要把搞好国有大中型企业摆到重
要位置,要通过深化企业内部改革,转换国有大中型企业的经营机
制,优化企业组织结构和产品结构,真正把国有大中型企业的发展
转到以提高经济效益为中心的轨道上来。
江泽民指出,搞好国有大中型企业的根本出路,在于深化改
革,重点要抓好以下几个环节:第一,坚定不移地贯彻落实《条例》,
转换企业经营机制。要继续转变政府职能,实行政企分开,把《条
例》赋予企业的权力不折不扣地落实下去,确保企业的法人地位和
经营活动中的自主决策权,使企业真正成为自主经营、自负盈亏、
自我发展、自我约束的法人实体和市场竞争的主体。企业要充分利
用《条例》创造的环境和条件,眼睛向内、苦练内功,要完善企业内
部经营管理,推进技术进步,提高产品质量和经济效益,增强市场
竞争能力,走内涵扩大生产的路子。要加强思想政治工作,进行职
业道德教育,增强职工的主人翁责任感,建设一支过硬的职工队
伍。第二,加快配套改革,为企业创造良好的外部环境。要加快金
融体制、投资体制、财税体制改革的步伐,建立与社会主义市场经
济体制相适应的完善的宏观调控体系;要按照统一、开放、竞争、有
序、可控的要求,大力发展商品市场和生产要素市场,积极培育和
规范金融市场,发展技术､信息、劳务等市场,尽快形成健全的,多
层次的市场体系;要通过发展社会保险事业,建立和完善社会保障
体系,减轻国有大中型企业的负担,增强企业的自我发展能力。第
三,加强国有资产管理,逐步建立现代企业制度。要加快国有资产
产权管理体制的改革和国有资产的立法工作,理顺产权关系和国
家与企业的关系,防止国有资产流失,使国有资产保值增值。现代
企业制度是社会化大生产和商品经济发展的结果,是生产力发展
的内在要求,建立产权关系明晰,责任制度明确的适应社会主义市
场经济发展要求的现代企业制度,是搞好国有大中型企业的关键。
江泽民强调,深化改革,搞好国有大中型企业,必须坚持以邓
小平同志建设有中国特色社会主义理论和党的十四大精神为指
导,坚持党的“一个中心,两个基本点”的基本路线,解放思想,实事
求是。各地、各部门的领导要把搞好国有大中型企业摆上重要的议
事日程,特别是要把注意力放在提高企业劳动生产率和经济效益
上来。他说,国有大中型企业有坚强可靠、训练有素的职工队伍,有
多年积累的雄厚的物质技术基础,有经营管理的成功经验,只要充
分调动企业的积极性和广大职工的积极性,就一定能够搞好。党和
政府对国有大中型企业寄予厚望。国有大中型企业要充分认识自
己的优势,大胆探索,勇于实践,走出一条具有中国特色的发展路
子,为改革开放和社会主义现代化建设作出新的贡献。",1993-08-22,1993-08-28,"From the 22nd to the 28th, Jiang Zemin, General Secretary of the CPC Central Committee and President of the State, inspected work in Dalian and held a symposium on some large and medium-sized enterprises in North China and Northeast China during this period. Jiang Zemin pointed out at the symposium that large and medium-sized state-owned enterprises are the pillars of the national economy, the backbone of socialist modernization, the main source of national fiscal revenue, and occupy an important position in economic and socialist development. Doing a good job in large and medium-sized state-owned enterprises is of great significance to strengthening the country's economic strength, improving people's living standards, and giving full play to the superiority of socialism. Recently, the central government has adopted a series of policy measures to strengthen macroeconomic regulation, with the aim of deepening reform, transforming mechanisms, optimizing structures, and improving efficiency. To achieve this goal, it depends to a large extent on the reform and development of large and medium-sized state-owned enterprises. Therefore, in the process of deepening reform and strengthening macroeconomic regulation, it is necessary to place the development of large and medium-sized state-owned enterprises in an important position, and to transform the operating mechanism of large and medium-sized state-owned enterprises, optimize the organizational structure and product structure of enterprises through deepening internal reforms of enterprises, and truly turn the development of large and medium-sized state-owned enterprises to a track centered on improving economic efficiency. Jiang Zemin pointed out that the fundamental way out for the development of large and medium-sized state-owned enterprises lies in deepening reform, and the focus should be on the following aspects: First, unswervingly implement the ""Regulations"" and transform the enterprise operation mechanism. We must continue to transform government functions, implement the separation of government and enterprises, implement the powers granted to enterprises by the ""Regulations"" without compromise, ensure the legal status of enterprises and the right to make independent decisions in business activities, and make enterprises truly become legal entities and market competition subjects that operate independently, bear their own profits and losses, develop themselves, and restrain themselves. Enterprises should make full use of the environment and conditions created by the ""Regulations"", look inward, and work hard on their internal strength. They should improve the internal operation and management of enterprises, promote technological progress, improve product quality and economic benefits, enhance market competitiveness, and take the path of expanding production with connotation. We must strengthen ideological and political work, carry out professional ethics education, enhance the sense of responsibility of employees, and build a strong team of employees. Second, accelerate supporting reforms to create a good external environment for enterprises. We should speed up the reform of the financial system, investment system, and fiscal and taxation system, and establish a perfect macro-control system that is compatible with the socialist market economy system; we should vigorously develop the commodity market and the production factor market in accordance with the requirements of unity, openness, competition, orderliness, and controllability, actively cultivate and regulate the financial market, develop technology, information, labor and other markets, and form a sound, multi-level market system as soon as possible; we should develop social insurance, establish and improve the social security system, reduce the burden of large and medium-sized state-owned enterprises, and enhance the self-development ability of enterprises. Third, strengthen the management of state-owned assets and gradually establish a modern enterprise system. We should speed up the reform of the state-owned asset property rights management system and the legislation of state-owned assets, straighten out the property rights relationship and the relationship between the state and enterprises, prevent the loss of state-owned assets, and maintain and increase the value of state-owned assets. The modern enterprise system is the result of the development of large-scale socialized production and commodity economy, and is the inherent requirement of the development of productivity. Establishing a modern enterprise system that is adapted to the requirements of the development of the socialist market economy with clear property rights and a clear responsibility system is the key to running large and medium-sized state-owned enterprises well. Jiang Zemin stressed that in order to deepen reform and improve the state-owned large and medium-sized enterprises, we must adhere to the guidance of Comrade Deng Xiaoping's theory of building socialism with Chinese characteristics and the spirit of the 14th National Congress of the Communist Party of China, adhere to the party's basic line of ""one center, two basic points"", emancipate the mind, and seek truth from facts. Leaders of all regions and departments should put the improvement of state-owned large and medium-sized enterprises on the important agenda, especially focusing on improving the labor productivity and economic benefits of enterprises. He said that state-owned large and medium-sized enterprises have a strong, reliable and well-trained workforce, a strong material and technical foundation accumulated over many years, and successful experience in operation and management. As long as the enthusiasm of enterprises and the enthusiasm of the majority of employees is fully mobilized, they will definitely be able to improve. The Party and the government have high hopes for state-owned large and medium-sized enterprises. State-owned large and medium-sized enterprises should fully recognize their own advantages, boldly explore, and have the courage to practice, and take a development path with Chinese characteristics, and make new contributions to reform and opening up and socialist modernization."
2069,组织工作,"27日 中共中央组织部印发《关于进一步加强外商投资企业
党的工作的意见》。《意见》主要内容是:(一)充分认识做好外商投
资企业党的工作的重要性。(二)抓紧在外商投资企业中建立健全
党的组织。(三)进一步明确外商投资企业党组织开展工作的指导
思想和职责任务。(四)积极探索、创造适合外商投资企业特点的工
作方法和活动方式。(五)加强和改进对外商投资企业中党的工作
的领导。
《意见》指出,在我国境内兴办的外商投资企业中,按照《中国
共产党章程》建立党组织,开展党的活动,是合乎我国有关法律规
定的。许多单位的经验证明,只要我们做好工作,外商是会理解的,
关键在于我们自己要有明确的认识。《意见》强调,凡有正式党员3
人以上的企业,都应按照党章规定抓紧建立党的组织。党员不足3
人的,可按地区或行业成立联合党支部,隶属于有关部门或当地党
组织。党组织负责人一般由中方党员主要行政领导人担任。当前
首先要把那些规模较大、职工人数较多的企业的党组织建立起来。
《意见》指出,外商投资企业党组织开展工作的指导思想是,从
企业的实际出发,认真贯彻执行党的基本路线和对外开放的方针
政策,紧紧围绕生产经营开展党的工作,促进企业的发展。外商投
资企业中的党组织应在中方员工中发挥政治核心作用,其主要职
责是:保证监督国家法律、法规的贯彻执行,维护中外双方的合法
权益;做好中方员工的思想政治工作,坚持不懈地对员工进行建设
有中国特色社会主义理论的教育,党的基本路线教育、爱国主义和
集体主义教育,提高贯彻执行党的基本路线的自觉性和坚定性,抵
御各种腐朽思想的侵蚀;教育中方员工努力学习国外(境外)先进
科学技术和管理经验,培养造就技术和管理人才;搞好党组织的自
身建设,加强对党员特别是中方领导人员的教育和监督,充分发挥
党员的先锋模范作用;领导工会、共青团等群众组织,支持他们按
照各自的章程独立自主地开展工作;做好统战工作。",1993-08-27,1993-08-27,"On the 27th, the Organization Department of the Central Committee of the Communist Party of China issued the ""Opinions on Further Strengthening Party Work in Foreign-Invested Enterprises"". The main contents of the ""Opinions"" are: (1) Fully understand the importance of doing a good job in the party work of foreign-invested enterprises. (2) Establish and improve party organizations in foreign-invested enterprises as soon as possible. (3) Further clarify the guiding ideology and duties of the party organizations in foreign-invested enterprises. (4) Actively explore and create working methods and activities suitable for the characteristics of foreign-invested enterprises. (5) Strengthen and improve the leadership of party work in foreign-invested enterprises. The ""Opinions"" pointed out that in foreign-invested enterprises established in my country, it is in accordance with the relevant laws and regulations of my country to establish party organizations and carry out party activities in accordance with the ""Constitution of the Communist Party of China"". The experience of many units has proved that as long as we do a good job, foreign investors will understand. The key is that we ourselves must have a clear understanding. The ""Opinions"" emphasizes that all enterprises with more than 3 formal party members should establish party organizations in accordance with the provisions of the party constitution. If there are less than 3 party members, joint party branches can be established according to regions or industries, and they will be affiliated with relevant departments or local party organizations. The head of the party organization is generally the main administrative leader of the Chinese party members. At present, the party organizations of those enterprises with larger scale and more employees should be established first. The ""Opinion"" points out that the guiding ideology of the party organizations of foreign-invested enterprises is to proceed from the actual situation of the enterprise, conscientiously implement the party's basic line and the principles and policies of opening up to the outside world, carry out the party's work closely around production and operation, and promote the development of the enterprise. The Party organizations in foreign-invested enterprises should play a political core role among Chinese employees. Their main responsibilities are: to ensure and supervise the implementation of national laws and regulations, and safeguard the legitimate rights and interests of both Chinese and foreign parties; to do a good job in the ideological and political work of Chinese employees, and unremittingly educate them on the theory of socialism with Chinese characteristics, the Party's basic line, patriotism and collectivism, to improve the consciousness and firmness of implementing the Party's basic line, and to resist the erosion of various decadent ideas; to educate Chinese employees to study foreign (overseas) advanced science and technology and management experience, and cultivate technical and management talents; to do a good job in the self-construction of the Party organization, strengthen the education and supervision of Party members, especially Chinese leaders, and give full play to the vanguard and exemplary role of Party members; to lead mass organizations such as trade unions and the Communist Youth League, and support them to carry out their work independently in accordance with their respective charters; and to do a good job in united front work."
2070,组织工作,"同日 《人民日报》报道,据统计,1993年1至7月,检察机关
共受理案件2.79万件,立案侦查1.34万件,查办万元以上大案共
5971件,占立案总数的44.5%。到目前为止,有177名县处级以上
干部因贪污贿赂被立案侦查,其中包括厅局级干部5人,副部级干
部1人。",1993-08-27,1993-08-27,"On the same day, the People's Daily reported that according to statistics, from January to July 1993, the procuratorate received a total of 27,900 cases, filed 13,400 cases for investigation, and investigated 5,971 major cases with a value of more than 10,000 yuan, accounting for 44.5% of the total number of cases filed. So far, 177 county-level and above cadres have been filed for investigation for corruption and bribery, including 5 department-level cadres and 1 deputy ministerial-level cadre."
2071,组织工作,"同日 《人民日报》报道,天津市静海县蔡公庄乡大邱庄企业
集团总公司原董事长、党委书记禹作敏,因犯有窝藏罪、妨碍公务
罪､行贿罪､非法拘禁罪、非法管制罪,由天津市中级人民法院一审
判处有期徒刑20年,剥夺政治权利2年。",1993-08-27,1993-08-27,"On the same day, the People's Daily reported that Yu Zuomin, former chairman and party secretary of Daqiuzhuang Enterprise Group Corporation in Caigongzhuang Township, Jinghai County, Tianjin, was sentenced to 20 years in prison and deprived of political rights for 2 years by the Tianjin Intermediate People's Court for the crimes of harboring, obstructing public service, bribery, illegal detention and illegal control."
2072,组织工作,"31日 中共中央办公厅转发中共中央组织部《关于1993年
省级换届工作情况和进一步加强地方领导班子建设几点意见的报
告》。
《报告》指出,1993年省级人大、政府、政协领导班子换届工作
取得了比较明显的成效,主要体现在:(一)党委向国家机关推荐干
部的职责履行得比较好,所提出的人事安排方案得到较好的实现。
30个省区市共选出省级干部900名,其中人大正副主任 272名、
政府正副职226名、政协正副主席342名、法检“两长”60名。当选
的人大、政府领导班子成员和法检“两长”中,党委推荐的占
98.6%,当选的政协领导班子成员都是党委推荐的。(二)充实了一
批优秀的年轻干部,新班子在年轻化方面有较大的进展。这次省级
换届共提拔干部332名,其中政府90名。省级政府新班子成员中,
50岁以下的81名,比换届前增加53名,由13.1%提高到
35.8%;平均年龄为52岁,比换届前下降4岁,新班子年龄结构基
本合理。人大、政协班子成员平均年龄比换届前分别下降7岁和5
岁。60岁以下的人大正副主任148名,比换届前增加112名,由占
11.6%提高到54.4%;60岁以下的政协正副主席120名,比换届
前增加 75 名,由占11.3%提高到35.1%。(三)新班子的整体素质
有提高,政府领导经济工作的能力进一步增强。大多数担任过地市
厅局的主要领导职务。大专以上文化程度的,由换届前的79.3%
提高到92.9%。女干部、党外干部有所增加。有许多同志熟悉经济
工作。(四)推进了干部制度改革和地方国家机关选举办法的完善。
交流干部82名。有405位老同志从省级领导岗位退下来。
《报告》强调,换届后,具体要抓好以下几项工作:(一)突出抓
好领导班子的思想作风建设。(二)进一步加强领导班子的后备干
部队伍建设,特别是抓好党政一把手后备人选的选拔和培养。
(三)要下大决心推进干部交流(四)加强和改进干部考察工作,严
格把好用人关(五)继续做好领导班子的个别调整、完善工作。",1993-08-31,1993-08-31,"On the 31st, the General Office of the CPC Central Committee forwarded the CPC Central Committee Organization Department's ""Report on the 1993 Provincial Leadership Change and Several Opinions on Further Strengthening the Construction of Local Leadership Teams"". The ""Report"" pointed out that the leadership change of provincial people's congresses, governments, and CPPCCs in 1993 achieved relatively obvious results, mainly reflected in: (i) The Party Committee performed its duties of recommending cadres to state organs relatively well, and the personnel arrangement plans proposed were well implemented. 30 provinces, autonomous regions, and municipalities elected a total of 900 provincial cadres, including 272 people's congress directors and vice-chairmen, 226 government directors and vice-chairmen, 342 CPPCC directors and vice-chairmen, and 60 judicial and prosecutorial heads. Among the elected members of the NPC, government leadership team, and judicial and prosecutorial heads, 98.6% were recommended by the Party Committee, and all the elected members of the CPPCC leadership team were recommended by the Party Committee. (ii) A group of outstanding young cadres were added, and the new team has made great progress in rejuvenation. A total of 332 cadres were promoted in this provincial leadership change, including 90 government officials. Among the new members of the provincial government, 81 are under 50 years old, an increase of 53 from before the change of term, from 13.1% to 35.8%; the average age is 52 years old, 4 years lower than before the change of term, and the age structure of the new team is basically reasonable. The average age of the members of the National People's Congress and the CPPCC team has dropped by 7 and 5 years respectively compared with before the change of term. There are 148 directors and vice-directors of the National People's Congress under the age of 60, an increase of 112 from before the change of term, from 11.6% to 54.4%; there are 120 directors and vice-directors of the CPPCC under the age of 60, an increase of 75 from before the change of term, from 11.3% to 35.1%. (III) The overall quality of the new team has improved, and the government's ability to lead economic work has been further enhanced. Most of them have served as the main leaders of prefectures, cities, bureaus and departments. The proportion of those with college education or above has increased from 79.3% before the change of term to 92.9%. The number of female cadres and non-party cadres has increased. Many comrades are familiar with economic work. (IV) Promoted the reform of the cadre system and the improvement of the election methods of local state organs.
82 cadres were exchanged. 405 veteran comrades retired from provincial leadership positions.
The report emphasizes that after the change of leadership, the following tasks should be done well: (I) Focus on the ideological and work style construction of the leadership team. (II) Further strengthen the construction of the reserve cadre team of the leadership team, especially the selection and training of reserve candidates for the top leaders of the party and government.
(III) Make great efforts to promote cadre exchanges (IV) Strengthen and improve cadre inspection work and strictly control the use of personnel (V) Continue to do a good job in individual adjustment and improvement of the leadership team."
2073,组织工作,"1日 党和国家领导同志江泽民、李鹏、乔石、李瑞环､朱镕
基、刘华清、胡锦涛出席中国妇女第七次全国代表大会。中共中央
政治局常委、书记处书记胡锦涛代表中共中央向大会致祝词。胡锦
涛在祝词中指出:中华全国妇女联合会,是我国各族各界妇女在中
国共产党的领导下,为争取进一步解放而联合起来的社会群众团
体,担负着团结教育广大妇女群众,为建设富强、民主、文明的社会
主义国家而努力奋斗的重要责任。党的十一届三中全会以来,各级
妇联在改革开放和现代化建设中发挥了重要作用。广大妇联干部
兢兢业业,辛勤工作,做出了很大成绩。在新的形势下,妇联面临的
任务更加艰巨,妇联组织的地位和作用更加重要。各级妇联要以建
设有中国特色社会主义理论为指导,坚持贯彻党的基本路线,紧紧
围绕经济建设这个中心开展工作,全面履行各项职能,发挥自己的
优势,通过“双学双比”、“巾帼建功”等富有特色的活动,把各族各
界妇女群众更加紧密地团结起来,为推进我国的改革开放和现代
化建设事业再展宏图,再立新功。要加强和改进思想政治教育工
作,充分发挥民主参与､民主监督作用,更好地代表和维护妇女的
权益。要积极推进妇联自身的改革和建设,把工作重点放在基层,
密切同妇女群众的联系,经常研究新情况、新问题,总结新经验,努
力使妇联工作群众化、社会化。胡锦涛指出,党的领导干部要成为
马克思主义妇女观的倡导者和实践者。各级党委和政府要采取切
实措施,进一步发挥社会主义制度在保障妇女合法权益,提高妇女
地位等方面的优越性。要把发展妇女儿童事业纳入社会发展规划,
尽力为妇女儿童办实事、办好事。各级党委要扩大视野,拓宽渠道,
落实措施,大胆地把那些德才兼备的优秀妇女干部选拔到各级领
导班子中来,要加强和改进党委对妇联工作的领导,支持妇联组织
依照法律和自己的章程独立自主地,创造性地开展工作,充分发挥
妇联作为党委联系妇女群众的桥梁、纽带作用和人民政权的社会
支柱作用。全社会都要关心妇女事业,促进妇女进步,推动妇女运
动继续健康发展。",1993-09-01,1993-09-01,"On the 1st, leading comrades of the Party and the State, including Jiang Zemin, Li Peng, Qiao Shi, Li Ruihuan, Zhu Rongji, Liu Huaqing and Hu Jintao, attended the Seventh National Congress of Chinese Women. Hu Jintao, member of the Standing Committee of the Political Bureau of the CPC Central Committee and Secretary of the Secretariat, delivered a congratulatory speech to the Congress on behalf of the CPC Central Committee. In his congratulatory speech, Hu Jintao pointed out that the All-my country Women's Federation is a social mass organization of women of all ethnic groups and all walks of life in China who have united under the leadership of the Communist Party of China to strive for further liberation. It shoulders the important responsibility of uniting and educating the broad masses of women and striving hard for the construction of a prosperous, democratic and civilized socialist country. Since the Third Plenary Session of the 11th CPC Central Committee, women's federations at all levels have played an important role in reform, opening up and modernization. The majority of women's federation cadres have worked diligently and conscientiously and have made great achievements. Under the new situation, the tasks facing the women's federation are more arduous, and the status and role of the women's federation organization are more important. Women's Federations at all levels should be guided by the theory of building socialism with Chinese characteristics, adhere to the implementation of the Party's basic line, carry out work closely around the center of economic construction, fully perform various functions, give play to their own advantages, and unite women of all ethnic groups and all walks of life more closely through distinctive activities such as ""double learning and double comparison"" and ""women's contribution"", so as to make new achievements and make new contributions to promoting my country's reform, opening up and modernization. We must strengthen and improve ideological and political education, give full play to the role of democratic participation and democratic supervision, and better represent and safeguard women's rights and interests. We must actively promote the reform and construction of the Women's Federation itself, focus on the grassroots, maintain close contact with women, frequently study new situations and new problems, summarize new experiences, and strive to make the work of the Women's Federation popular and socialized. Hu Jintao pointed out that the leading cadres of the Party must become advocates and practitioners of the Marxist view of women. Party committees and governments at all levels must take practical measures to further give play to the superiority of the socialist system in protecting women's legitimate rights and interests and improving women's status. We must incorporate the development of women and children's affairs into the social development plan and do our best to do practical and good things for women and children. Party committees at all levels should expand their horizons, broaden channels, implement measures, and boldly select outstanding women cadres with both moral integrity and ability to join the leadership teams at all levels. They should strengthen and improve the leadership of the Party committees over the work of the Women's Federation, support the Women's Federation to independently and creatively carry out its work in accordance with the law and its own charter, and give full play to the role of the Women's Federation as a bridge and link between the Party committees and the women's masses and the role of the social pillar of the people's political power. The whole society should care about women's cause, promote women's progress, and promote the continued healthy development of the women's movement."
2074,组织工作,职务。,1993-09-02,1993-09-02,"On the 2nd, the Third Session of the Standing Committee of the Eighth National People's Congress adopted the following list of appointments and dismissals:
(i) Hua Liankui and Lin Zhun were dismissed from their posts as Vice Presidents and Judicial Committee members of the Supreme People's Court.
(ii) Bao Gu was dismissed from his post as President of the Military Court of the Chinese People's Liberation Army.
Quan Zengde was appointed as President of the Military Court of the Chinese People's Liberation Army.
(iii) Sun Zonghao was dismissed from his post as Chief Judge of the Economic Tribunal of the Supreme People's Court.
Huang Chidong was appointed as Chief Judge of the Economic Tribunal of the Supreme People's Court.
(iv) Chen Jiabin was dismissed from his post as Chief Judge of the Appeal Tribunal of the Supreme People's Court.
Sun Bosheng was appointed as Chief Judge of the Appeal Tribunal of the Supreme People's Court.
(v) Huang Chidong and Sun Bosheng were dismissed from their posts as Vice Chief Judges of the Economic Tribunal of the Supreme People's Court.
(vi) Liu Zhixin (female) was appointed as Vice Chief Judge of the Economic Tribunal of the Supreme People's Court.
(vii) Wang Guixiao (female), Yang Hongpei, Cai Xiaoxue, Zhou Honggeng (female), and Liu Yong were appointed as Judges of the Supreme People's Court.
(8) Appoint Zhao Hong as Deputy Procurator General and member of the Procuratorial Committee of the Supreme People's Procuratorate.
(9) Remove Xiong Chuanzhen from his position as member of the Procuratorial Committee of the Supreme People's Procuratorate.
(10) Remove Zheng Dechang from his position as Procurator of the Supreme People's Procuratorate."
2074_appt,干部任免,2日 第八届全国人民代表大会常务委员会第三次会议通过以下任免名单:(一)免去华联奎、林准的最高人民法院副院长、审判委员会委员职务。(二)免去保固的中国人民解放军军事法院院长职务。任命权增德为中国人民解放军军事法院院长。(三)免去孙宗颢的最高人民法院经济审判庭庭长职务。任命黄赤东为最高人民法院经济审判庭庭长。(四)免去陈嘉宾的最高人民法院告诉申诉审判庭庭长职务。任命孙泊生为最高人民法院告诉申诉审判庭庭长。(五)免去黄赤东、孙泊生的最高人民法院经济审判庭副庭长(六)任命刘志新(女)为最高人民法院经济审判庭副庭长。(七)任命王桂霄(女)、杨洪培、蔡小雪、周红耕(女)、刘涌为最高人民法院审判员。(八)任命赵虹为最高人民检察院副检察长、检察委员会委员。(九)免去熊传震的最高人民检察院检察委员会委员职务。(十)免去郑德昌的最高人民检察院检察员职务。,1993-09-02,1993-09-02,"On the 2nd, the Third Session of the Standing Committee of the Eighth National People's Congress adopted the following list of appointments and dismissals:
(i) Hua Liankui and Lin Zhun were dismissed from their posts as Vice Presidents and Judicial Committee members of the Supreme People's Court.
(ii) Bao Gu was dismissed from his post as President of the Military Court of the Chinese People's Liberation Army.
Quan Zengde was appointed as President of the Military Court of the Chinese People's Liberation Army.
(iii) Sun Zonghao was dismissed from his post as Chief Judge of the Economic Tribunal of the Supreme People's Court.
Huang Chidong was appointed as Chief Judge of the Economic Tribunal of the Supreme People's Court.
(iv) Chen Jiabin was dismissed from his post as Chief Judge of the Appeal Tribunal of the Supreme People's Court.
Sun Bosheng was appointed as Chief Judge of the Appeal Tribunal of the Supreme People's Court.
(v) Huang Chidong and Sun Bosheng were dismissed from their posts as Vice Chief Judges of the Economic Tribunal of the Supreme People's Court.
(vi) Liu Zhixin (female) was appointed as Vice Chief Judge of the Economic Tribunal of the Supreme People's Court.
(vii) Wang Guixiao (female), Yang Hongpei, Cai Xiaoxue, Zhou Honggeng (female), and Liu Yong were appointed as Judges of the Supreme People's Court.
(8) Appoint Zhao Hong as Deputy Procurator General and member of the Procuratorial Committee of the Supreme People's Procuratorate.
(9) Remove Xiong Chuanzhen from his position as member of the Procuratorial Committee of the Supreme People's Procuratorate.
(10) Remove Zheng Dechang from his position as Procurator of the Supreme People's Procuratorate."
2075,干部任免,"同日第八届全国人民代表大会常务委员会第三次会议决
定:接受杨衍银辞去第八届全国人民代表大会常务委员会委员职
务的请求,报请全国人民代表大会下次会议确认;同时,免去她的
第八届全国人民代表大会内务司法委员会委员和第八届全国人民
代表大会常务委员会代表资格审查委员会委员职务。",1993-09-02,1993-09-02,"On the same day, the Third Session of the Standing Committee of the Eighth National People's Congress decided to accept Yang Yanyin's request to resign from the post of member of the Standing Committee of the Eighth National People's Congress and submit it to the next session of the National People's Congress for confirmation; at the same time, she was dismissed from her posts as a member of the Internal Affairs and Judicial Committee of the Eighth National People's Congress and a member of the Qualification Review Committee of the Standing Committee of the Eighth National People's Congress."
